"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         340,      -13.92462851,      -11.46874485,      -11.56953222,      -11.70853126,      -8.484604054
          0,           0,         341,      -13.81164659,      -11.52163215,      -11.22199064,      -11.52421693,      -8.351989532
          0,           0,         342,      -13.80851905,      -11.43618304,      -11.57650354,      -11.68210491,      -8.368471263
          0,           0,         343,      -13.84782018,      -11.52304744,      -11.44238581,      -11.67491993,      -8.393936886
          0,           0,         344,      -13.94889138,      -11.62014644,       -11.7123352,      -11.86436108,      -8.491550775
          0,           0,         345,      -13.89383682,      -11.58182846,      -11.62211786,      -11.68906671,       -8.42854514
          0,           0,         346,      -13.83234215,       -11.4943846,      -11.60751871,      -11.67510276,      -8.363607534
          0,           0,         347,      -13.62706472,      -11.39149929,       -11.2222093,      -11.43440408,      -8.164223925
          0,           0,         348,      -13.61020764,      -11.34596549,      -11.20050029,      -11.44473468,      -8.130443994
          0,           0,         349,      -13.61060738,      -11.34622069,      -11.40174519,      -11.52780852,      -8.105848185
          0,           0,         350,      -13.53233473,      -11.19480901,      -11.30753576,      -11.43993153,      -8.014596328
          0,           0,         351,      -13.38706016,      -11.07649965,      -11.17438445,      -11.38104683,      -7.864818698
          0,           0,         352,      -13.29038704,      -10.92555832,      -11.41263288,      -11.33482638,      -7.749185204
          0,           0,         353,       -13.1466456,      -10.77829845,       -11.3151492,      -11.21302316,      -7.601017815
          0,           0,         354,      -13.06372599,      -10.73894622,      -11.17807328,      -11.14619669,      -7.537799943
          0,           0,         355,      -13.05810327,      -10.77865292,      -11.14488117,      -11.14371849,      -7.560084734
          0,           0,         356,      -13.09991462,      -10.85872488,      -11.19902602,      -11.22113118,      -7.637216101
          0,           0,         357,      -13.17667203,      -10.95280332,       -11.3309748,      -11.31325561,      -7.740787631
          0,           0,         358,      -13.26876118,      -11.07043351,      -11.41739193,      -11.37638856,      -7.850875421
          0,           0,         359,      -13.35084699,      -11.13927842,      -11.38653504,      -11.42376962,      -7.934836748
          0,           0,         360,      -13.43743755,      -11.22957011,      -11.34013392,      -11.46837765,      -8.022646979
          0,           0,         361,       -13.4867117,      -11.24049295,      -11.34477129,      -11.48469871,      -8.066761779
          0,           0,         362,       -13.6067487,      -11.31450089,      -11.62818835,      -11.54532358,      -8.206328963
          0,           0,         363,      -13.70098405,      -11.46285779,      -11.48651391,      -11.61677175,      -8.284208993
          0,           0,         364,      -13.73681349,       -11.4227835,      -11.72739648,      -11.74836732,      -8.315289516
          0,           0,         365,      -13.70714486,      -11.51068144,      -11.36467657,      -11.59046885,      -8.270191014
          0,           0,         366,      -13.74801814,      -11.50742829,       -11.3821244,      -11.59927904,      -8.305421257
          0,           0,         367,      -13.75905737,      -11.54661889,      -11.47412216,      -11.61158963,      -8.341882574
          0,           0,         368,      -13.80926439,      -11.43915288,       -11.3629587,      -11.68899498,      -8.369061772
          0,           0,         369,      -13.77404012,      -11.63179023,      -11.39926618,       -11.5655573,      -8.330912697
          0,           0,         370,      -13.75797999,      -11.45900652,      -11.38828376,      -11.53391044,      -8.314359536
          0,           0,         371,       -13.8309903,      -11.72619224,         -11.56618,      -11.58452444,      -8.392312949
          0,           0,         372,      -13.91792118,      -11.71140271,      -11.56158182,      -11.54790958,      -8.476128804
          0,           0,         373,       -13.7095597,      -11.46649988,      -11.33213649,       -11.5615453,      -8.264406137
          0,           0,         374,      -13.74453276,      -11.61260277,      -11.24016002,      -11.48424237,      -8.294892759
          0,           0,         375,      -13.78228365,      -11.49382758,      -11.38478208,      -11.49818807,      -8.355999398
          0,           0,         376,       -13.5597211,      -11.21419524,       -11.1997377,      -11.34147084,      -8.119245544
          0,           0,         377,      -13.48366021,      -11.27902472,      -11.06537416,      -11.18691176,      -8.030776585
          0,           0,         378,        -13.591867,       -11.2165334,      -11.39375086,      -11.45486442,      -8.149503163
          0,           0,         379,      -13.70480074,      -11.62230541,      -11.30178243,      -11.50935151,      -8.259441651
          0,           0,         380,      -13.85242554,      -11.51736059,      -11.46915123,      -11.61183044,      -8.401945283
          0,           0,         381,      -13.83434223,      -11.52980877,      -11.69071228,      -11.54292217,      -8.384607908
          0,           0,         382,      -13.77490941,      -11.56085983,      -11.41974582,      -11.47188904,      -8.320237913
          0,           0,         383,      -13.79789827,      -11.49851686,      -11.41403594,      -11.59740139,      -8.361977762
          0,           0,         384,        -13.778049,      -11.50607907,      -11.41390892,      -11.51215139,      -8.315847585
          0,           0,         385,      -13.74747261,      -11.53073542,      -11.49287518,       -11.5647445,      -8.295854075
          0,           0,         386,      -13.77732461,       -11.5140836,      -11.47423665,      -11.54492063,       -8.32640571
          0,           0,         387,      -13.75212975,      -11.58200277,       -11.3346483,       -11.5768516,       -8.30062312
          0,           0,         388,      -13.72832723,      -11.47919212,      -11.27300183,      -11.62032427,       -8.27274143
          0,           0,         389,      -13.91268862,      -11.65289565,      -11.59801452,      -11.72782959,      -8.484842314
          0,           0,         390,      -13.82223656,      -11.59976197,      -11.48828674,      -11.79035976,      -8.375886306
          0,           0,         391,      -13.73651702,      -11.47254201,      -11.29947876,      -11.52870007,      -8.306688386
          0,           0,         392,      -13.68258936,      -11.28159957,      -11.26870009,      -11.45288042,      -8.240335205
          0,           0,         393,      -13.74846613,      -11.42080364,      -11.38947286,      -11.59113471,      -8.302155594
          0,           0,         394,      -13.81863553,      -11.69361319,      -11.44657014,      -11.56671924,      -8.361779078
          0,           0,         395,      -13.70260353,      -11.49183272,      -11.27436491,      -11.55430296,      -8.249906843
          0,           0,         396,       -13.8107294,      -11.58171801,      -11.28667832,      -11.50101879,      -8.364101077
          0,           0,         397,      -13.71250177,      -11.52930547,       -11.3381713,      -11.48604253,      -8.259378068
          0,           0,         398,       -13.7492947,      -11.59890549,      -11.28121385,      -11.52101908,       -8.29131519
          0,           0,         399,      -13.93105658,      -11.54041533,      -11.57890257,      -11.72706824,      -8.484323705
          0,           0,         400,      -13.84404043,      -11.48287374,      -11.55769214,      -11.68085718,      -8.399838605
          0,           0,         401,      -13.81471268,       -11.6819193,      -11.43513217,      -11.65952046,      -8.355615848
          0,           0,         402,      -13.78807095,      -11.45217875,      -11.50717254,      -11.58923562,      -8.352265979
          0,           0,         403,      -13.70920099,      -11.41666179,      -11.47099979,      -11.48494677,      -8.256644125
          0,           0,         404,       -13.8642649,      -11.55191327,       -11.4599186,      -11.54669857,      -8.418532913
          0,           0,         405,      -13.87781406,      -11.64737413,       -11.4108434,      -11.61811785,      -8.456912419
          0,           0,         406,      -13.73327857,      -11.50982269,      -11.24252433,      -11.49765156,      -8.279177977
          0,           0,         407,      -13.75499585,      -11.43816278,      -11.41321562,      -11.52655081,      -8.307415195
          0,           0,         408,      -13.88156372,      -11.71998997,      -11.54600592,      -11.68504699,      -8.439722163
          0,           0,         409,      -13.81599478,       -11.5718014,      -11.45862177,        -11.566997,      -8.376442544
          0,           0,         410,      -13.87975118,      -11.52794424,      -11.57939338,      -11.63211855,      -8.460787968
          0,           0,         411,      -13.71286745,      -11.48785348,      -11.28165956,      -11.52460482,      -8.258192038
          0,           0,         412,      -13.69797429,      -11.45389232,      -11.31337997,       -11.4258342,      -8.251791602
          0,           0,         413,      -13.90394767,      -11.56701784,      -11.56401075,      -11.56069414,      -8.480442543
          0,           0,         414,      -13.86973226,       -11.5238758,      -11.50712869,      -11.61742026,      -8.429487583
          0,           0,         415,      -13.92121022,      -11.64487909,      -11.49223559,      -11.64512154,      -8.495532531
          0,           0,         416,      -13.80548042,      -11.63850876,      -11.40258674,      -11.47491191,       -8.35638845
          0,           0,         417,       -13.8843244,      -11.60537615,      -11.70324056,      -11.72259926,      -8.455428489
          0,           0,         418,       -13.9088685,      -11.71709568,      -11.47132425,      -11.62741039,       -8.45715101
          0,           0,         419,      -13.92462768,      -11.62047335,      -11.48565608,      -11.70393241,      -8.491235863
          0,           0,         420,      -13.82343242,      -11.64021121,      -11.45859508,      -11.55814808,      -8.382876076
          0,           0,         421,      -13.83497642,      -11.60232495,      -11.38920015,      -11.55566878,      -8.403573311
          0,           0,         422,      -13.72951995,      -11.60853907,      -11.29768569,      -11.57459767,      -8.281727349
          0,           0,         423,      -13.77168538,      -11.49354025,      -11.34229321,       -11.4951785,      -8.330190395
          0,           0,         424,      -13.76238543,      -11.56711326,      -11.32804168,      -11.48284952,      -8.314524913
          0,           0,         425,      -13.73202273,      -11.58861465,      -11.23154425,      -11.47664912,      -8.276816302
          0,           0,         426,      -13.80651122,      -11.62936488,      -11.41179828,      -11.59781625,      -8.352720217
          0,           0,         427,      -13.63594221,      -11.47420447,      -11.12848022,      -11.38325477,      -8.181395671
          0,           0,         428,      -13.90466214,      -11.66685357,      -11.39553325,      -11.57821133,      -8.469708189
          0,           0,         429,       -13.8752341,      -11.63346889,      -11.52931173,      -11.54836051,      -8.426205281
          0,           0,         430,      -13.76697104,      -11.55774666,      -11.36439723,      -11.55212027,       -8.31565138
          0,           0,         431,      -13.83684756,      -11.56661343,      -11.35719475,       -11.6197337,      -8.387416652
          0,           0,         432,      -13.72957097,      -11.45966069,      -11.24259591,      -11.49294874,       -8.26888933
          0,           0,         433,      -13.88158794,      -11.56289572,      -11.65231451,      -11.66624427,      -8.440968217
          0,           0,         434,      -13.66797669,       -11.5908947,      -11.17960551,      -11.50634199,      -8.210151637
          0,           0,         435,      -13.81531476,      -11.61069927,      -11.50523408,      -11.60798524,      -8.366806582
          0,           0,         436,      -13.71221106,      -11.61800587,      -11.20655845,      -11.45120617,      -8.260802581
          0,           0,         437,      -13.84173067,      -11.56658831,      -11.31666611,      -11.50518884,      -8.397751621
          0,           0,         438,      -13.66126073,      -11.39543547,      -11.24280211,      -11.58558668,      -8.212201032
          0,           0,         439,      -13.77682665,      -11.43650615,      -11.51033509,      -11.61766357,      -8.342040237
          0,           0,         440,      -13.87041849,      -11.63317408,      -11.46113503,      -11.61031712,      -8.442199191
          0,           0,         441,      -13.98226793,      -11.68171528,      -11.57619374,      -11.68468083,      -8.563462637
          0,           0,         442,      -13.91746072,      -11.59282675,      -11.58248245,      -11.68981017,      -8.491505355
          0,           0,         443,      -13.81141601,      -11.48270557,      -11.54169505,      -11.49822306,      -8.375611616
          0,           0,         444,      -13.58946536,      -11.25979409,      -11.22284037,      -11.41795681,      -8.129278653
          0,           0,         445,      -13.84313694,      -11.49174664,      -11.50777094,       -11.5864433,      -8.393120279
          0,           0,         446,       -13.8209852,      -11.55621594,      -11.40550211,      -11.57433142,       -8.37218339
          0,           0,         447,      -13.62916813,      -11.26905048,       -11.1428092,      -11.40309438,        -8.1937341
          0,           0,         448,      -13.76548663,      -11.42130551,      -11.42307369,      -11.59631183,      -8.316366838
          0,           0,         449,      -13.60663753,      -11.44458706,      -11.16779373,      -11.50105113,      -8.149382729
          0,           0,         450,        -13.705339,      -11.51153632,      -11.36173652,      -11.53326559,      -8.258456103
          0,           0,         451,      -13.63705608,      -11.42019658,      -11.16804066,      -11.42859806,      -8.180487878
          0,           0,         452,      -13.71173679,      -11.47417998,      -11.39342498,      -11.38511002,      -8.252951043
          0,           0,         453,      -13.65201896,      -11.40417959,      -11.24477145,      -11.40418983,      -8.199285248
          0,           0,         454,      -13.70557577,      -11.56117408,      -11.43948261,      -11.49018525,      -8.254897415
          0,           0,         455,      -13.75693735,      -11.47332241,      -11.45022359,      -11.54123711,      -8.312968631
          0,           0,         456,      -13.79855167,      -11.41764262,      -11.45192907,       -11.6293198,      -8.354990745
          0,           0,         457,      -13.82489841,      -11.54248233,      -11.52337011,      -11.64952659,      -8.374232607
          0,           0,         458,      -13.72145801,      -11.52338681,       -11.3789253,      -11.58996821,       -8.26329198
          0,           0,         459,      -13.93569141,      -11.73082857,      -11.55530068,      -11.62797587,      -8.507464402
          0,           0,         460,      -13.84488027,      -11.57999062,      -11.57477774,      -11.62278616,      -8.408315973
          0,           0,         461,      -13.84385329,      -11.48850937,      -11.69151451,      -11.69319231,      -8.419612103
          0,           0,         462,      -13.82240864,       -11.4394543,      -11.56632411,      -11.69370246,      -8.378005948
          0,           0,         463,       -13.8321013,      -11.62460175,      -11.46825967,      -11.60268582,      -8.388593558
          0,           0,         464,      -13.90962299,      -11.58040662,      -11.56432166,      -11.60577812,      -8.481488411
          0,           0,         465,      -13.83077587,      -11.51017828,      -11.47273264,       -11.6647798,      -8.397058711
          0,           0,         466,      -13.85764638,      -11.40167924,      -11.61942128,      -11.71538083,      -8.432608977
          0,           0,         467,      -13.67162771,      -11.44416249,      -11.34809437,      -11.59875303,      -8.226901875
          0,           0,         468,      -13.90214284,      -11.59668633,      -11.54497927,      -11.64964037,      -8.463707087
          0,           0,         469,       -13.9303448,      -11.53915105,      -11.56154615,       -11.7205421,      -8.489135283
          0,           0,         470,      -14.03139621,       -11.7636312,      -11.72831809,      -11.72978558,      -8.599692513
          0,           0,         471,      -13.98005809,      -11.58918578,      -11.69999533,       -11.6460682,      -8.543962794
          0,           0,         472,      -13.80402143,      -11.48917449,      -11.50264202,      -11.70502052,      -8.361399344
          0,           0,         473,      -13.72346218,      -11.48973227,      -11.29905966,      -11.56679837,      -8.280599249
          0,           0,         474,      -13.72246308,      -11.34511562,      -11.37859076,      -11.51593386,      -8.279191491
          0,           0,         475,      -13.81318175,      -11.47988418,      -11.46548201,       -11.5884563,      -8.361389515
          0,           0,         476,      -13.55582648,      -11.48827774,       -11.1261765,      -11.34988107,      -8.097694145
          0,           0,         477,      -13.87584682,      -11.58458504,      -11.61428576,      -11.70607553,      -8.430460871
          0,           0,         478,      -13.88901825,      -11.63201077,      -11.40216325,      -11.71294538,      -8.444874218
          0,           0,         479,      -13.70323302,      -11.38792157,      -11.28569648,      -11.44814217,      -8.248486936
          0,           0,         480,      -13.75895369,      -11.57031847,      -11.39288303,      -11.61484035,       -8.30213073
          0,           0,         481,      -13.85138134,      -11.59178899,      -11.39839331,      -11.61348509,      -8.406926478
          0,           0,         482,      -13.71438568,      -11.53410448,      -11.27998618,      -11.47746326,      -8.263733301
          0,           0,         483,      -13.72851413,      -11.46339261,       -11.3650602,      -11.53903854,      -8.284812659
          0,           0,         484,      -13.70924922,      -11.42301958,      -11.35091557,      -11.55062103,      -8.265654557
          0,           0,         485,      -13.73254798,      -11.37512419,      -11.35223657,      -11.61182926,      -8.283418734
          0,           0,         486,      -13.74631337,      -11.48272248,      -11.40550278,      -11.45558418,      -8.290330352
          0,           0,         487,      -13.78415851,      -11.38225951,      -11.43779869,      -11.64824192,      -8.313151484
          0,           0,         488,      -13.76124693,      -11.43227501,      -11.61659284,      -11.64251817,      -8.278619605
          0,           0,         489,      -13.56599174,      -11.24936483,       -11.2052988,      -11.45589981,      -8.090765141
          0,           0,         490,      -13.58428635,      -11.20570839,       -11.2936081,      -11.52006127,      -8.084260532
          0,           0,         491,      -13.49768652,      -11.11437761,      -11.43388629,      -11.50667635,      -7.983095657
          0,           0,         492,      -13.39682249,      -11.00098297,      -11.44500708,      -11.43732513,      -7.872490735
          0,           0,         493,      -13.27328099,      -10.87344633,      -11.38283571,      -11.36470942,      -7.742719986
          0,           0,         494,       -13.1445866,      -10.74307425,      -11.32710559,      -11.23946416,      -7.608174772
          0,           0,         495,      -13.00452771,      -10.60813169,      -11.11282652,      -11.09537782,      -7.465293909
          0,           0,         496,      -12.86547932,       -10.4696404,      -11.01606932,      -10.95755362,      -7.322386196
          0,           0,         497,      -12.80391172,      -10.45776851,      -11.01433675,      -10.91632994,      -7.274079881
          0,           0,         498,       -12.8088464,      -10.52275575,      -11.02461269,      -10.94606768,      -7.308391715
          0,           0,         499,      -12.85612862,      -10.61855665,      -11.08458501,      -11.00684154,      -7.392583579
          0,           0,         500,      -12.93005624,      -10.72846256,      -11.14512194,      -11.09577202,      -7.499079862
          0,           0,         501,       -13.0267937,      -10.84557714,      -11.25137612,       -11.2048992,      -7.618557908
          0,           0,         502,      -13.13383557,       -10.9566265,      -11.34641156,      -11.30137721,      -7.738666425
          0,           0,         503,       -13.2345114,      -11.03769319,      -11.37969425,       -11.3782735,       -7.84237711
          0,           0,         504,      -13.35885924,      -11.14913492,      -11.56114034,       -11.5095682,      -7.969286048
          0,           0,         505,      -13.42121949,      -11.17011865,      -11.47284422,      -11.49717562,      -8.016469854
          0,           0,         506,      -13.51926263,      -11.32646815,      -11.30922624,       -11.5076717,      -8.113739162
          0,           0,         507,      -13.59919152,      -11.38917106,      -11.41913126,      -11.54672864,      -8.179704626
          0,           0,         508,      -13.63278141,      -11.36116406,      -11.40404113,      -11.44789194,      -8.208742975
          0,           0,         509,       -13.6818099,      -11.41922615,      -11.31201301,      -11.53058614,      -8.256561309
          0,           0,         510,      -13.69445552,      -11.40402505,      -11.38274925,      -11.56736393,       -8.25528118
          0,           0,         511,      -13.69270858,      -11.52566679,      -11.33868302,      -11.49653178,      -8.243190646
          0,           0,         512,      -13.79293947,      -11.54045219,      -11.38643133,      -11.53157899,      -8.351295989
          0,           0,         513,      -13.71642967,      -11.46919868,      -11.20078406,      -11.46258414,      -8.261711123
          0,           0,         514,      -13.69160729,      -11.46568331,      -11.24447441,      -11.49765682,      -8.237644862
          0,           0,         515,      -13.81025684,       -11.5755985,      -11.44918684,      -11.61875743,      -8.363023384
          0,           0,         516,      -14.00468595,      -11.75138602,      -11.65835168,      -11.85087756,      -8.559866583
          0,           0,         517,       -13.8491045,       -11.5091871,      -11.62295023,      -11.66860625,      -8.418691285
          0,           0,         518,      -13.75923993,      -11.52569262,       -11.2188962,      -11.49622195,      -8.310238235
          0,           0,         519,      -13.71497713,      -11.43424807,      -11.50605729,      -11.43254105,      -8.268946477
          0,           0,         520,      -13.80333834,      -11.49291991,      -11.43254238,      -11.54786485,      -8.360857785
          0,           0,         521,      -13.79975301,      -11.50098277,      -11.37088089,      -11.57542753,      -8.355446571
          0,           0,         522,      -13.76541304,      -11.45972224,      -11.40737494,      -11.63371266,       -8.32876302
          0,           0,         523,      -13.80891708,        -11.580289,      -11.41821885,      -11.54635371,      -8.373243037
          0,           0,         524,      -13.87326149,      -11.68664648,      -11.55980686,      -11.61627632,      -8.437498968
          0,           0,         525,      -13.74735887,      -11.41585761,      -11.41475713,      -11.62044389,      -8.311980911
          0,           0,         526,      -13.80642718,      -11.51604893,      -11.60990587,      -11.62385851,      -8.370997199
          0,           0,         527,      -13.88013506,       -11.4645462,      -11.63919767,      -11.58356824,      -8.439924179
          0,           0,         528,      -13.92835737,      -11.65743236,      -11.48958861,      -11.65630605,      -8.503076456
          0,           0,         529,      -13.79584176,      -11.60469107,      -11.35428254,      -11.62072031,      -8.343095387
          0,           0,         530,      -13.84183172,      -11.53162149,        -11.451804,      -11.74835421,      -8.394960941
          0,           0,         531,      -13.82854665,      -11.59686305,      -11.33014557,      -11.50208315,       -8.38129841
          0,           0,         532,      -13.85281101,      -11.67217427,       -11.4968421,      -11.74684721,       -8.42450616
          0,           0,         533,      -13.71810665,      -11.61941239,       -11.2703946,         -11.55205,      -8.269797333
          0,           0,         534,      -13.83005689,      -11.62824749,      -11.40573124,      -11.58390068,      -8.380161484
          0,           0,         535,      -13.57796869,      -11.31445609,      -11.12961455,      -11.43199925,      -8.123942531
          0,           0,         536,      -13.52816184,      -11.46169751,      -11.12616166,      -11.43954698,      -8.072516216
          0,           0,         537,      -13.82988753,      -11.48379107,      -11.59024593,      -11.71382602,      -8.385509456
          0,           0,         538,      -13.93036939,      -11.72822414,      -11.58401716,      -11.77847101,      -8.509959849
          0,           0,         539,      -13.83751951,      -11.54815979,      -11.54676091,      -11.59449832,       -8.41754686
          0,           0,         540,      -13.80314187,      -11.54901898,      -11.54137866,      -11.68603814,      -8.388350672
          0,           0,         541,      -13.94549697,      -11.65373976,      -11.68916091,      -11.73084732,      -8.511324523
          0,           0,         542,      -13.71806556,      -11.43769199,      -11.22213739,      -11.50195554,      -8.269121714
          0,           0,         543,      -13.47754689,      -11.41301025,      -10.99334807,      -11.31093372,      -8.018912501
          0,           0,         544,      -13.61529029,       -11.4425083,      -11.24156049,      -11.49859425,      -8.158156987
          0,           0,         545,      -13.79167803,      -11.55685535,      -11.46644251,      -11.63368099,      -8.336271874
          0,           0,         546,      -13.71785302,      -11.49999409,      -11.33212295,      -11.52280097,      -8.278380454
          0,           0,         547,      -13.77233704,      -11.42123522,      -11.44440359,      -11.61656523,      -8.342718621
          0,           0,         548,      -13.87705025,       -11.6831172,      -11.59079313,      -11.68351394,      -8.441790341
          0,           0,         549,       -13.7006017,       -11.2987225,      -11.42510962,      -11.63998705,      -8.251297698
          0,           0,         550,      -13.81050962,      -11.52985324,      -11.40756459,      -11.71643764,      -8.361597388
          0,           0,         551,      -13.89726161,      -11.67143712,      -11.51866638,      -11.65425713,      -8.451003478
          0,           0,         552,      -13.66601337,      -11.48988472,      -11.23565621,      -11.44493803,      -8.213148496
          0,           0,         553,      -13.84982428,      -11.63984587,      -11.43350666,      -11.61644285,      -8.406557969
          0,           0,         554,      -13.92084127,      -11.74916967,      -11.64413531,       -11.6956682,      -8.503237058
          0,           0,         555,      -13.63263676,      -11.28951208,      -11.22288685,       -11.5128143,      -8.181735056
          0,           0,         556,      -13.73710564,      -11.52628822,       -11.2668167,      -11.39143976,      -8.296730421
          0,           0,         557,      -13.82951237,      -11.62177091,      -11.50532622,      -11.47135691,         -8.390759
          0,           0,         558,      -13.82519753,      -11.51149885,       -11.4116545,      -11.51571647,      -8.391263127
          0,           0,         559,      -13.60249933,      -11.24238099,      -11.32127857,      -11.59754039,      -8.154494468
          0,           0,         560,      -13.62893042,      -11.44217949,      -11.24478292,      -11.54340825,      -8.175166119
          0,           0,         561,      -13.90686138,      -11.64378062,      -11.60558992,      -11.68742226,      -8.468331907
          0,           0,         562,       -13.7938769,      -11.58465477,      -11.37730859,      -11.58457761,      -8.366832208
          0,           0,         563,      -13.74471244,      -11.55734694,      -11.34401728,      -11.58647552,      -8.302894453
          0,           0,         564,      -13.73608359,      -11.32265593,      -11.46639708,       -11.4876544,      -8.291765227
          0,           0,         565,       -13.7546332,      -11.37170345,      -11.48564324,       -11.6296245,      -8.328166067
          0,           0,         566,      -13.66829493,      -11.50585975,      -11.26448082,      -11.49607973,      -8.226023196
          0,           0,         567,      -13.70558412,      -11.34882623,      -11.49092488,      -11.52811805,      -8.253667068
          0,           0,         568,       -13.8260126,       -11.4606745,       -11.4518528,      -11.59109583,      -8.383537749
          0,           0,         569,      -13.78750476,      -11.42658831,      -11.59810314,      -11.69901078,      -8.375490761
          0,           0,         570,       -13.8616898,      -11.48401959,      -11.58407908,      -11.70039013,      -8.435500562
          0,           0,         571,      -13.85187269,      -11.55025417,      -11.67578514,       -11.5416159,      -8.401443023
          0,           0,         572,      -13.81603431,      -11.52713157,      -11.42173161,      -11.62209718,      -8.365207231
          0,           0,         573,      -13.89118333,      -11.68470523,      -11.47763882,      -11.67515435,      -8.454709372
          0,           0,         574,      -13.81610533,      -11.64209837,      -11.37738512,      -11.61148762,      -8.365326726
          0,           0,         575,      -13.75326425,      -11.66082595,      -11.35509158,      -11.47419497,      -8.305875122
          0,           0,         576,      -13.87705168,      -11.69306637,      -11.42466634,      -11.66162878,      -8.443880186
          0,           0,         577,      -13.93032619,      -11.61662333,      -11.55266435,      -11.72735899,      -8.505291338
          0,           0,         578,      -13.93259995,      -11.74887507,      -11.59338467,      -11.66068178,      -8.488446103
          0,           0,         579,       -13.8412598,      -11.65328191,      -11.52031311,      -11.61275864,      -8.391250047
          0,           0,         580,      -13.85210044,      -11.64773077,      -11.36086506,      -11.58772571,      -8.403481935
          0,           0,         581,      -13.67143749,       -11.5807332,       -11.1617934,      -11.41606867,      -8.222305917
          0,           0,         582,       -13.6759979,      -11.37898831,      -11.36037647,      -11.50445779,      -8.229620823
          0,           0,         583,       -13.5769692,      -11.35524615,      -11.15476241,      -11.27514696,       -8.12992046
          0,           0,         584,      -13.82260213,      -11.53269612,      -11.35819527,      -11.56571546,      -8.373994731
          0,           0,         585,      -13.76624409,      -11.48543919,      -11.33314598,      -11.52459677,       -8.31343022
          0,           0,         586,      -13.88383103,      -11.46701298,      -11.60514324,      -11.63223175,       -8.43089985
          0,           0,         587,      -13.80091016,      -11.53826446,       -11.5231694,      -11.65038335,      -8.353435799
          0,           0,         588,      -13.73582725,      -11.55460616,      -11.31542962,      -11.57948377,      -8.285345474
          0,           0,         589,      -13.83004758,      -11.53025957,      -11.55873222,      -11.65747541,      -8.411861626
          0,           0,         590,      -13.73369081,      -11.49016559,      -11.30350987,      -11.63135338,      -8.282135788
          0,           0,         591,       -13.6913055,       -11.3175656,      -11.64904721,      -11.63260825,      -8.242658248
          0,           0,         592,      -13.78397765,      -11.36910378,      -11.61939786,      -11.58706239,      -8.344962329
          0,           0,         593,      -13.73739441,      -11.62475145,      -11.27129104,      -11.49440856,      -8.282829765
          0,           0,         594,      -13.83488725,      -11.55324314,      -11.44257464,      -11.56355562,      -8.378985385
          0,           0,         595,      -13.69594128,       -11.3455783,      -11.50284263,      -11.56722829,      -8.234708927
          0,           0,         596,      -13.54528908,      -11.37785357,      -11.15267028,      -11.41872923,      -8.087630587
          0,           0,         597,       -13.7440276,      -11.48026881,      -11.46701478,      -11.55377695,      -8.305852196
          0,           0,         598,      -13.76289959,      -11.34649367,      -11.57122144,      -11.66524205,      -8.332928023
          0,           0,         599,       -13.6324819,      -11.42853404,      -11.24397431,       -11.4139993,      -8.196030628
          0,           0,         600,      -13.81006674,      -11.51963736,      -11.38665182,      -11.58130228,       -8.35887464
          0,           0,         601,      -13.75739223,      -11.48488729,      -11.48323725,      -11.48166707,      -8.306151486
          0,           0,         602,      -13.71939413,       -11.5060446,      -11.37324295,      -11.47940742,      -8.269933645
          0,           0,         603,      -13.88836218,      -11.58603676,      -11.49051146,      -11.50261241,      -8.447911631
          0,           0,         604,      -13.86097712,      -11.62930492,      -11.41373024,      -11.62378545,      -8.414730285
          0,           0,         605,      -13.54232571,      -11.50407065,      -11.08509459,      -11.37106089,      -8.083291223
          0,           0,         606,      -13.66417493,      -11.34562418,      -11.36777037,       -11.5217968,      -8.215033117
          0,           0,         607,      -13.73292064,      -11.43256291,      -11.33969933,      -11.53192496,      -8.294699781
          0,           0,         608,      -13.61047672,      -11.30066498,      -11.24651384,      -11.50081744,      -8.167955744
          0,           0,         609,      -13.58730808,      -11.49457792,      -11.18936345,      -11.39554344,      -8.132327172
          0,           0,         610,      -13.81481391,      -11.48174593,      -11.54776713,      -11.65693563,      -8.360832341
          0,           0,         611,      -13.78671266,      -11.58375009,       -11.4923802,      -11.46246188,      -8.337435991
          0,           0,         612,      -13.75953205,      -11.64794857,      -11.33022548,      -11.54590475,      -8.308928961
          0,           0,         613,      -13.65868852,      -11.52497844,      -11.16572038,      -11.40675342,      -8.203223982
          0,           0,         614,      -13.54999977,      -11.44036774,      -10.99638107,      -11.40775742,      -8.090140115
          0,           0,         615,       -13.8038302,      -11.44565571,      -11.42859953,      -11.55808986,       -8.34850807
          0,           0,         616,      -13.59673126,      -11.48432439,      -11.14342339,      -11.47458227,      -8.138803147
          0,           0,         617,      -13.81101284,      -11.42401812,      -11.47197365,      -11.71126021,      -8.369448483
          0,           0,         618,      -13.67754133,      -11.39000666,      -11.30407924,      -11.53105378,      -8.237510842
          0,           0,         619,      -13.71608763,      -11.42880731,      -11.28022043,      -11.54142594,       -8.26589712
          0,           0,         620,      -13.68267471,      -11.36091206,      -11.38876177,      -11.52318705,      -8.248092802
          0,           0,         621,      -13.80387109,      -11.49923859,       -11.4712279,       -11.5812923,      -8.349543738
          0,           0,         622,      -13.79078472,      -11.55921611,      -11.56665785,      -11.51645111,      -8.330124358
          0,           0,         623,      -13.80093721,      -11.47325052,      -11.50511833,      -11.59935447,      -8.321913184
