"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         680,      -13.96788362,      -11.64176333,      -11.68782933,      -11.61275077,      -8.516066612
          0,           0,         681,      -13.70536287,      -11.32955799,      -11.48381095,      -11.56479891,      -8.246807064
          0,           0,         682,      -13.81500341,      -11.52013787,      -11.44195772,      -11.62583947,      -8.364720674
          0,           0,         683,      -13.78438742,      -11.43275093,      -11.35276253,      -11.55579631,      -8.333379673
          0,           0,         684,      -13.76337402,      -11.45595634,      -11.44417148,      -11.63711573,      -8.318664782
          0,           0,         685,      -13.68067941,      -11.54527985,      -11.23160354,      -11.57132576,      -8.226958295
          0,           0,         686,      -13.83690519,       -11.5722932,      -11.53091367,      -11.60693038,       -8.39012828
          0,           0,         687,       -13.8105961,      -11.51381318,      -11.37436919,       -11.6098254,      -8.364511433
          0,           0,         688,      -13.75096285,      -11.33747659,      -11.32984637,      -11.51130743,      -8.291502703
          0,           0,         689,      -13.62342696,       -11.4968476,      -11.24782209,      -11.51032339,      -8.159771749
          0,           0,         690,      -13.72578066,      -11.55735346,      -11.26939273,      -11.49615063,      -8.269446861
          0,           0,         691,      -13.75262444,      -11.52821605,      -11.31643209,       -11.5597423,      -8.295389035
          0,           0,         692,      -13.69383577,      -11.49041126,      -11.17520497,      -11.42303682,      -8.233593224
          0,           0,         693,      -13.80680314,      -11.56840185,       -11.4680249,      -11.53842622,      -8.352541721
          0,           0,         694,      -13.80664818,      -11.61461687,      -11.39926019,      -11.53267874,      -8.357092704
          0,           0,         695,       -13.7349472,      -11.48769977,        -11.380843,      -11.51384248,      -8.295202027
          0,           0,         696,      -13.81381267,        -11.570403,      -11.41286291,      -11.55631207,       -8.35542678
          0,           0,         697,      -13.65440118,      -11.36517413,      -11.17271421,      -11.45505911,      -8.201055042
          0,           0,         698,      -13.62002146,      -11.38396621,        -11.175754,      -11.38125049,      -8.171900543
          0,           0,         699,      -13.82355941,      -11.43858748,      -11.52659201,      -11.57340894,      -8.378553603
          0,           0,         700,      -13.87583441,      -11.52682813,       -11.5043917,      -11.59055708,      -8.420221024
          0,           0,         701,      -13.74991327,      -11.54058885,      -11.32341663,        -11.543128,      -8.297942949
          0,           0,         702,       -13.7896255,      -11.58166102,      -11.36583878,       -11.5202377,      -8.330085599
          0,           0,         703,      -13.68516913,      -11.36540484,      -11.24069314,      -11.48596694,      -8.233420277
          0,           0,         704,      -13.71666934,      -11.45857989,      -11.24761459,      -11.42758789,      -8.260847576
          0,           0,         705,      -13.71108176,      -11.46621229,      -11.34237972,      -11.47384705,      -8.266803713
          0,           0,         706,      -13.77532258,      -11.43846628,      -11.48453972,      -11.68459683,      -8.322083377
          0,           0,         707,      -13.80910184,      -11.59981507,      -11.42504774,      -11.64220276,      -8.372037772
          0,           0,         708,      -13.55952972,      -11.35519177,      -11.05502856,      -11.29381359,      -8.104059303
          0,           0,         709,      -13.69731318,      -11.57426529,      -11.40118123,      -11.59350916,      -8.244389945
          0,           0,         710,      -13.73209105,      -11.55330633,      -11.14070754,      -11.50019483,      -8.271973681
          0,           0,         711,      -13.70604901,      -11.59007581,      -11.32398902,      -11.60273682,      -8.251399599
          0,           0,         712,      -13.70225593,      -11.55910976,      -11.31596447,      -11.61638212,      -8.248847804
          0,           0,         713,      -13.75707089,       -11.5797667,      -11.29527943,      -11.59680773,      -8.303446403
          0,           0,         714,      -13.83334484,      -11.55505333,       -11.5579634,      -11.68637398,      -8.397573881
          0,           0,         715,      -13.91295382,      -11.59347995,       -11.5517065,      -11.68547634,      -8.472232886
          0,           0,         716,      -13.79724505,      -11.45478214,      -11.41304288,      -11.61451003,      -8.356199627
          0,           0,         717,      -13.76749781,      -11.58864255,      -11.30711733,      -11.46653535,      -8.318414347
          0,           0,         718,       -13.9065867,      -11.60183714,      -11.50313172,      -11.66228869,      -8.454740119
          0,           0,         719,      -13.86183725,      -11.60153116,      -11.55233084,       -11.7190827,      -8.409499234
          0,           0,         720,      -13.91501657,      -11.69630156,      -11.57512171,      -11.70054161,      -8.478113487
          0,           0,         721,      -13.86542206,      -11.67615741,      -11.53916636,      -11.60366704,      -8.421313482
          0,           0,         722,      -13.82532447,      -11.45015165,      -11.50715462,      -11.63881289,      -8.381266896
          0,           0,         723,      -13.77995857,       -11.5593819,      -11.35874302,       -11.5512873,      -8.332644902
          0,           0,         724,      -13.75143372,      -11.54574909,      -11.38185226,      -11.67733746,      -8.300037509
          0,           0,         725,      -13.83075606,       -11.4460813,      -11.64526433,      -11.72867776,      -8.392400812
          0,           0,         726,      -13.83504951,      -11.48598606,       -11.4396013,      -11.63441812,      -8.379804599
          0,           0,         727,      -13.86035181,      -11.66169722,      -11.52432488,      -11.59185034,      -8.406834587
          0,           0,         728,      -13.80603182,      -11.57122637,      -11.27719889,      -11.53316841,      -8.371429763
          0,           0,         729,      -13.75904056,      -11.56834217,      -11.38374201,      -11.55185301,      -8.340318445
          0,           0,         730,      -13.70726001,      -11.38704058,        -11.360744,      -11.55573783,      -8.259279729
          0,           0,         731,      -13.85185042,      -11.58999289,      -11.48101804,      -11.66053753,      -8.414807967
          0,           0,         732,      -13.73151665,      -11.52713841,      -11.41693464,      -11.64374108,      -8.289623312
          0,           0,         733,      -13.73167392,      -11.54200248,      -11.29104256,      -11.51823038,      -8.284444265
          0,           0,         734,      -13.76439461,      -11.55127498,      -11.37870936,      -11.50047575,      -8.314761207
          0,           0,         735,      -13.86784467,      -11.54641344,      -11.53877056,      -11.56290249,      -8.412427013
          0,           0,         736,      -13.87980027,      -11.66969952,      -11.41332201,      -11.58506452,      -8.431940183
          0,           0,         737,      -13.72859299,      -11.57299864,      -11.32194728,      -11.50952176,      -8.276941295
          0,           0,         738,       -13.7033267,      -11.38657453,      -11.46168051,      -11.63162894,      -8.247771377
          0,           0,         739,      -13.82486774,      -11.47064767,      -11.35651113,       -11.5156331,      -8.368861663
          0,           0,         740,      -13.70317224,      -11.32352805,      -11.47940031,      -11.56820577,      -8.257289696
          0,           0,         741,      -13.76423489,      -11.46441387,      -11.51589196,      -11.65536209,      -8.313400696
          0,           0,         742,      -13.80074493,      -11.55425984,      -11.35146976,      -11.64619928,      -8.352468488
          0,           0,         743,      -13.86081116,      -11.66423954,      -11.62982257,      -11.65038236,      -8.435154619
          0,           0,         744,      -13.90863565,      -11.64626696,      -11.59907513,      -11.67097253,      -8.474860152
          0,           0,         745,      -13.76259694,      -11.51603349,      -11.33789959,      -11.69783063,      -8.312461486
          0,           0,         746,      -13.76305384,      -11.51574928,      -11.40765538,      -11.62081513,      -8.323602017
          0,           0,         747,      -13.81393703,      -11.56492963,       -11.4208519,      -11.51049595,      -8.370425448
          0,           0,         748,      -13.69665398,      -11.47146114,      -11.26852863,       -11.4925548,      -8.242024887
          0,           0,         749,      -13.63881334,      -11.58152625,      -11.20910278,      -11.47997161,      -8.181950388
          0,           0,         750,      -13.77303363,      -11.46009051,      -11.49065774,      -11.61765307,      -8.332656265
          0,           0,         751,      -13.60130576,      -11.28220062,      -11.15418699,      -11.45445411,      -8.142983302
          0,           0,         752,      -13.68656483,      -11.50751968,      -11.34282718,      -11.59144381,      -8.232836144
          0,           0,         753,       -13.9032488,      -11.57631448,      -11.58336981,      -11.69632223,       -8.46284171
          0,           0,         754,      -13.98365685,      -11.66584019,      -11.57514086,      -11.64264341,      -8.546657668
          0,           0,         755,      -13.91845066,       -11.6111914,      -11.64587178,      -11.72443154,      -8.472962824
          0,           0,         756,      -13.86486412,      -11.66133343,      -11.58517059,      -11.81558148,      -8.432699269
          0,           0,         757,      -13.75560187,      -11.58659353,      -11.25908625,      -11.47531448,      -8.301763951
          0,           0,         758,      -13.91840832,      -11.57925754,      -11.44990462,      -11.63973186,      -8.496749086
          0,           0,         759,      -13.86394353,       -11.6407616,      -11.50896854,      -11.64633777,      -8.419060651
          0,           0,         760,      -13.86737859,      -11.62027749,       -11.4719959,      -11.72202708,      -8.425552752
          0,           0,         761,      -13.70583589,      -11.60148459,      -11.28008517,       -11.5970113,       -8.24875783
          0,           0,         762,      -13.46959813,      -11.37759008,      -11.01140616,      -11.33665546,      -8.004800851
          0,           0,         763,      -13.72160017,      -11.39827182,      -11.40538486,      -11.56677626,      -8.250238986
          0,           0,         764,      -13.68008577,      -11.39387838,      -11.28388987,      -11.51673375,      -8.190288272
          0,           0,         765,      -13.62558805,       -11.2698561,       -11.4783296,       -11.6314018,      -8.116201411
          0,           0,         766,      -13.54907184,      -11.18085561,      -11.53637411,      -11.56083656,      -8.024726638
          0,           0,         767,      -13.40421066,      -11.01809963,      -11.28497899,      -11.37759152,       -7.87728837
          0,           0,         768,      -13.30308368,      -10.91963608,      -11.42523532,      -11.37533562,      -7.760610164
          0,           0,         769,      -13.15669928,       -10.7745199,      -11.21133701,      -11.23754542,       -7.61441348
          0,           0,         770,      -13.01167651,      -10.62899273,      -11.14204415,      -11.10222264,      -7.465569464
          0,           0,         771,      -12.93977661,      -10.60398205,         -11.14448,      -11.05039501,      -7.410515956
          0,           0,         772,      -12.94207149,      -10.65928248,       -11.1114529,       -11.0684028,      -7.443104478
          0,           0,         773,      -12.98664061,      -10.75274118,      -11.11292566,      -11.11285589,      -7.524415455
          0,           0,         774,      -13.06476626,      -10.86000499,      -11.20924564,      -11.17410613,      -7.630775261
          0,           0,         775,       -13.1670141,      -10.96014585,      -11.34270259,      -11.28549137,      -7.750294719
          0,           0,         776,      -13.26314856,      -11.07477077,      -11.28852521,      -11.34120681,      -7.854308215
          0,           0,         777,      -13.36053893,      -11.17607799,      -11.24634983,      -11.45128512,      -7.953306997
          0,           0,         778,      -13.39390746,      -11.22622674,      -11.19141576,       -11.3865898,      -7.968266026
          0,           0,         779,      -13.52410392,       -11.3110989,      -11.38748074,      -11.43488619,      -8.109135258
          0,           0,         780,      -13.61945502,      -11.35996089,      -11.57504118,      -11.57020737,      -8.198159254
          0,           0,         781,      -13.66897611,      -11.42926763,      -11.31378474,      -11.54626295,      -8.243424137
          0,           0,         782,      -13.72534379,      -11.54114544,      -11.42496886,      -11.49712519,      -8.293211729
          0,           0,         783,      -13.80873484,      -11.56174577,      -11.60493349,      -11.62782908,      -8.384397412
          0,           0,         784,      -13.77307251,      -11.55337876,      -11.32698206,      -11.59000441,      -8.333019298
          0,           0,         785,       -13.7956115,      -11.51650132,      -11.43821716,      -11.66518529,      -8.368192313
          0,           0,         786,      -13.81321267,       -11.4146536,      -11.52422673,      -11.61732522,      -8.361038188
          0,           0,         787,      -13.70556893,      -11.43807184,       -11.4344108,      -11.51834985,      -8.247435031
          0,           0,         788,      -13.93418192,      -11.58612979,       -11.4966028,      -11.71759181,      -8.494087572
          0,           0,         789,      -13.90285621,      -11.55373693,      -11.57577673,      -11.75691967,       -8.46264989
          0,           0,         790,       -13.9595665,      -11.69034381,      -11.73857125,      -11.70442013,      -8.568052087
          0,           0,         791,      -13.75288856,      -11.41751877,      -11.68381562,      -11.61825082,      -8.352622692
          0,           0,         792,      -13.75646184,      -11.41541413,      -11.37639595,       -11.5823942,      -8.325691904
          0,           0,         793,      -13.79605772,      -11.53371827,      -11.38039557,      -11.63221809,      -8.339102683
          0,           0,         794,      -13.74367426,      -11.60696438,      -11.21426645,      -11.45882887,      -8.297365616
          0,           0,         795,      -13.74765451,      -11.53026227,      -11.35238303,      -11.48292941,      -8.304060939
          0,           0,         796,      -13.79895582,      -11.55696036,      -11.32561559,       -11.6406284,      -8.349922952
          0,           0,         797,      -13.88412387,      -11.62864254,      -11.47817484,      -11.61775405,      -8.450381686
          0,           0,         798,      -13.88151692,      -11.61799345,      -11.38924282,      -11.60536697,      -8.435539342
          0,           0,         799,       -13.8493486,      -11.57493419,      -11.43384601,      -11.60849158,      -8.394838762
          0,           0,         800,      -13.88882115,      -11.55819321,      -11.51314541,      -11.54672391,      -8.442910785
          0,           0,         801,      -13.93780579,      -11.57203335,      -11.74147348,      -11.70624973,      -8.491660187
          0,           0,         802,      -13.83972286,       -11.5695445,      -11.51327692,       -11.7852514,      -8.398497201
          0,           0,         803,      -13.56818385,      -11.38953916,      -11.14880214,      -11.44384656,      -8.121883328
          0,           0,         804,      -13.79108311,      -11.57548934,      -11.35046372,       -11.5001617,      -8.353642109
          0,           0,         805,      -13.73390737,      -11.56676287,      -11.33605931,      -11.51941654,      -8.279588914
          0,           0,         806,      -13.85326933,      -11.44845415,      -11.51227198,      -11.66015468,      -8.425652715
          0,           0,         807,      -13.87065181,      -11.67985378,      -11.48386536,      -11.59036558,      -8.428993233
          0,           0,         808,      -13.86076993,      -11.62452716,      -11.62378907,      -11.70526743,      -8.426048622
          0,           0,         809,      -13.85497627,      -11.71699814,      -11.42227545,      -11.58469898,      -8.406158764
          0,           0,         810,      -13.98907884,      -11.54881878,      -11.55820246,      -11.74753264,      -8.536022506
          0,           0,         811,      -13.81556375,       -11.5069255,      -11.47856818,      -11.79795758,      -8.374786209
          0,           0,         812,      -13.91281053,       -11.7258286,      -11.66571614,      -11.76956739,      -8.493653422
          0,           0,         813,      -13.71401584,      -11.47320661,      -11.21593495,      -11.48142049,      -8.257536353
          0,           0,         814,      -13.73214548,         -11.48981,      -11.33018075,      -11.56993247,      -8.285257883
          0,           0,         815,      -13.71221826,      -11.56722502,      -11.19033616,      -11.50378451,      -8.256820176
          0,           0,         816,       -13.7094099,      -11.47254017,      -11.23738195,      -11.37894782,      -8.263731572
          0,           0,         817,        -13.615176,      -11.46029133,      -11.16805985,       -11.3975628,      -8.159263469
          0,           0,         818,      -13.77794334,      -11.60180665,      -11.51289096,      -11.61712335,      -8.340467194
          0,           0,         819,      -13.93014828,      -11.65637549,      -11.55398923,      -11.61846468,      -8.496417237
          0,           0,         820,       -13.7912333,      -11.51315298,      -11.47802308,      -11.58630066,      -8.340087034
          0,           0,         821,      -13.84200731,      -11.63605698,      -11.31060747,      -11.59521356,      -8.396413594
          0,           0,         822,      -13.89194781,       -11.6873816,      -11.41148155,      -11.62334959,      -8.462654596
          0,           0,         823,      -13.84555849,      -11.60168028,      -11.58015856,      -11.51598878,      -8.389966728
          0,           0,         824,      -13.61964373,      -11.26167539,      -11.23295665,      -11.52982338,      -8.164574783
          0,           0,         825,      -13.65365784,      -11.38617834,      -11.22718046,       -11.4563231,      -8.194590699
          0,           0,         826,      -13.85182916,      -11.48840772,      -11.51114542,      -11.59949321,       -8.39926874
          0,           0,         827,      -13.78903383,      -11.44074903,      -11.43695794,      -11.63913997,      -8.356246966
          0,           0,         828,      -13.69422675,      -11.36837845,      -11.36686047,      -11.52719663,      -8.251549251
          0,           0,         829,       -13.8221979,      -11.61792791,      -11.51904252,      -11.63831766,      -8.373614856
          0,           0,         830,       -13.7851016,      -11.51000458,      -11.49342459,      -11.63918283,      -8.335872282
          0,           0,         831,      -13.75867843,      -11.60212341,      -11.23186929,      -11.45920472,      -8.307242961
          0,           0,         832,      -13.66868123,      -11.40392461,       -11.3555195,      -11.52976047,      -8.221544097
          0,           0,         833,      -13.72589318,      -11.57169106,      -11.32410482,      -11.58009972,      -8.272626526
          0,           0,         834,       -13.7002446,      -11.51218019,      -11.29917202,       -11.5899444,      -8.245075518
          0,           0,         835,      -13.82350292,      -11.60760599,      -11.47608421,      -11.57535078,       -8.37645945
          0,           0,         836,      -13.91548339,      -11.70295152,      -11.55608006,      -11.66215968,      -8.480129814
          0,           0,         837,      -13.77200217,      -11.52567474,      -11.49749015,      -11.65734554,      -8.324981771
          0,           0,         838,      -13.82585243,      -11.48926725,      -11.39653523,      -11.60867673,      -8.391031724
          0,           0,         839,      -13.72960915,      -11.36498599,      -11.36578989,      -11.52018192,      -8.282743715
          0,           0,         840,      -13.72193502,      -11.44078597,      -11.36377552,      -11.39484982,      -8.270883231
          0,           0,         841,      -13.79599904,      -11.53120023,      -11.41218832,      -11.54276981,      -8.350226575
          0,           0,         842,      -13.74926137,      -11.47606429,      -11.35015904,      -11.55508383,      -8.293585862
          0,           0,         843,      -13.80889462,      -11.52516183,      -11.48694493,      -11.58428309,      -8.353514381
          0,           0,         844,       -13.8927323,      -11.52881753,      -11.68255061,      -11.67902118,      -8.460308014
          0,           0,         845,      -13.74293384,       -11.3658042,      -11.37607169,      -11.58594215,      -8.295773781
          0,           0,         846,      -13.75917213,      -11.49913677,      -11.50246815,      -11.50393618,      -8.315391206
          0,           0,         847,      -13.70504118,      -11.29287953,      -11.57665155,      -11.64193691,      -8.263641521
          0,           0,         848,      -13.89900287,      -11.65689461,      -11.47554254,      -11.62077768,      -8.459424217
          0,           0,         849,        -13.876884,      -11.44985423,      -11.73196805,      -11.73533785,      -8.439083955
          0,           0,         850,      -14.07302707,      -11.70847489,      -11.67088859,       -11.8749643,      -8.656752763
          0,           0,         851,      -13.93477882,      -11.65618833,      -11.54658936,      -11.63197953,      -8.497867058
          0,           0,         852,      -13.80624886,      -11.59522132,      -11.45058341,      -11.65979299,      -8.355566213
          0,           0,         853,      -13.83469064,       -11.7151512,      -11.52599277,       -11.6266086,      -8.388233367
          0,           0,         854,      -13.80448775,      -11.67353205,       -11.3453109,      -11.52950178,      -8.358084364
          0,           0,         855,      -13.78311195,       -11.5124207,      -11.57875636,       -11.6338124,      -8.346327077
          0,           0,         856,      -13.64656205,      -11.42677518,      -11.25124119,      -11.49368873,      -8.186796744
          0,           0,         857,      -13.78877596,      -11.43333855,      -11.30726814,      -11.54417376,      -8.334481591
          0,           0,         858,      -13.74586685,      -11.48344754,      -11.45182695,      -11.56074125,      -8.295512894
          0,           0,         859,      -13.72318781,      -11.42927463,      -11.37923038,      -11.56892022,      -8.282745304
          0,           0,         860,       -13.6762071,      -11.41855029,      -11.27958731,      -11.43998249,      -8.226561439
          0,           0,         861,      -13.76704369,      -11.42389105,      -11.39229058,       -11.5074275,      -8.312367173
          0,           0,         862,       -13.9045171,       -11.4958902,      -11.49449192,      -11.63486265,      -8.474873018
          0,           0,         863,       -13.8963725,      -11.45915155,      -11.66873938,       -11.6913537,       -8.45841011
          0,           0,         864,      -13.83661681,      -11.48955732,      -11.67932512,       -11.7413477,      -8.409004521
          0,           0,         865,      -13.90291318,      -11.51211116,      -11.73086825,       -11.6944756,      -8.466987544
          0,           0,         866,      -13.75657548,      -11.53542583,      -11.36539987,      -11.55710316,      -8.319622939
          0,           0,         867,      -13.73174859,      -11.46543397,      -11.29674839,      -11.52446433,      -8.291841685
          0,           0,         868,      -13.73248018,      -11.42918838,      -11.38291459,      -11.54986066,      -8.283957952
          0,           0,         869,      -13.78047891,      -11.55887577,      -11.42919999,      -11.58107432,      -8.338094269
          0,           0,         870,      -13.69275962,       -11.4253443,      -11.31648737,      -11.48750337,      -8.259436554
          0,           0,         871,      -13.69109747,      -11.48575334,      -11.37886939,      -11.55797297,      -8.246742106
          0,           0,         872,      -13.98754375,      -11.75230499,      -11.60806479,      -11.74901062,      -8.569382215
          0,           0,         873,      -13.73021609,      -11.52981994,      -11.36058959,      -11.50859296,      -8.279539533
          0,           0,         874,      -13.81715889,        -11.591362,      -11.42379641,      -11.59974636,       -8.36672446
          0,           0,         875,      -13.90908695,      -11.64585776,      -11.48370158,      -11.58973533,      -8.474739371
          0,           0,         876,       -13.8341733,      -11.63842964,      -11.52398088,      -11.59471241,      -8.390026896
          0,           0,         877,      -13.83850681,      -11.65745809,      -11.44780528,      -11.55733539,      -8.402496439
          0,           0,         878,       -13.6670044,      -11.50646151,      -11.22379009,      -11.44319639,      -8.211048714
          0,           0,         879,      -13.71658961,      -11.52649187,       -11.3648537,      -11.60446942,      -8.264309433
          0,           0,         880,      -13.75545223,      -11.51540872,      -11.28271842,      -11.53115357,      -8.302722553
          0,           0,         881,      -13.78221621,      -11.56426496,      -11.44637915,      -11.67860449,      -8.345769914
          0,           0,         882,      -13.90309184,      -11.50765653,      -11.65352335,      -11.67636667,      -8.462964817
          0,           0,         883,      -13.66652118,      -11.47808295,      -11.09423887,       -11.4319923,      -8.212543825
          0,           0,         884,      -13.72951765,      -11.46588339,      -11.42445349,      -11.61472751,      -8.285876566
          0,           0,         885,        -13.889641,      -11.62227871,      -11.58534812,      -11.65364128,      -8.455608159
          0,           0,         886,      -13.98707773,      -11.59666091,       -11.7522195,      -11.78271551,      -8.548380917
          0,           0,         887,      -13.85485102,      -11.52943483,      -11.47571876,      -11.70506465,      -8.417367274
          0,           0,         888,      -13.75614889,      -11.45727724,      -11.44545977,      -11.70397439,      -8.328299677
          0,           0,         889,      -13.71792545,      -11.51888593,      -11.37425078,        -11.667597,       -8.28795037
          0,           0,         890,      -13.68057528,      -11.33355058,      -11.49899788,      -11.59111883,      -8.241003518
          0,           0,         891,      -13.81780809,      -11.42805172,      -11.43630475,      -11.59008575,      -8.378918789
          0,           0,         892,      -13.78994967,      -11.46472932,      -11.53478993,      -11.57069328,      -8.343751588
          0,           0,         893,      -13.96785574,      -11.73285681,      -11.68386877,      -11.67018232,      -8.546311969
          0,           0,         894,      -13.71423989,      -11.42543294,      -11.31933203,      -11.58269363,      -8.258745756
          0,           0,         895,      -13.85482744,      -11.61493251,      -11.49976042,      -11.64818313,      -8.410576045
          0,           0,         896,       -13.9581037,      -11.77613898,      -11.66876425,      -11.73409509,      -8.569307194
          0,           0,         897,      -13.77338548,      -11.34906111,      -11.62263744,      -11.63896116,      -8.350176285
          0,           0,         898,      -13.60251355,      -11.18774541,      -11.14487627,      -11.37732261,      -8.151868747
          0,           0,         899,      -13.60199698,      -11.48133424,      -11.16517232,      -11.46730837,      -8.141597332
          0,           0,         900,      -13.84335191,      -11.55207682,      -11.52249281,      -11.67999815,      -8.404075615
          0,           0,         901,      -13.80893241,      -11.71709517,      -11.45022774,      -11.71684181,      -8.365658565
          0,           0,         902,      -13.70253188,      -11.52523973,      -11.25571237,      -11.46184948,      -8.252146548
          0,           0,         903,      -13.79031428,      -11.40071827,      -11.67571362,      -11.73815347,      -8.356420702
          0,           0,         904,       -13.7973425,      -11.61137773,      -11.47452445,      -11.57530411,        -8.3753409
          0,           0,         905,      -13.64814337,      -11.22428598,      -11.45631959,       -11.4928129,      -8.194640175
          0,           0,         906,      -13.93888498,      -11.54308522,      -11.59676513,      -11.59222463,      -8.492022069
          0,           0,         907,      -13.85236748,      -11.48684451,      -11.67882426,      -11.60034061,       -8.40885854
          0,           0,         908,      -13.83173336,      -11.49886482,        -11.596215,      -11.67326687,       -8.37522586
          0,           0,         909,       -13.5819335,      -11.18530484,      -11.27727923,      -11.49061788,      -8.128356272
          0,           0,         910,      -13.49211471,      -11.24833463,      -11.10499103,      -11.32758938,      -8.017445666
          0,           0,         911,      -13.56097702,      -11.17740323,       -11.4360366,       -11.5368542,      -8.062762894
          0,           0,         912,      -13.53120298,      -11.15296243,      -11.45276094,      -11.46139469,      -7.998378345
          0,           0,         913,      -13.41733145,      -11.13795688,      -11.20281039,       -11.4268202,      -7.907033459
          0,           0,         914,      -13.47290832,      -11.18649971,      -11.40906715,       -11.4551119,      -7.977978842
          0,           0,         915,      -13.52160859,      -11.27476033,      -11.55566701,      -11.51490682,      -8.060239889
          0,           0,         916,      -13.54483573,      -11.32372915,      -11.36399309,      -11.47639697,      -8.099651173
          0,           0,         917,      -13.63997748,      -11.35076685,      -11.58473025,      -11.63181332,      -8.214336707
          0,           0,         918,      -13.72098835,      -11.50316256,      -11.46992062,      -11.69283021,      -8.297086606
          0,           0,         919,      -13.62047892,      -11.35628617,      -11.15371083,      -11.44418441,      -8.178486206
          0,           0,         920,      -13.63248732,      -11.26636009,      -11.32854473,      -11.56422811,        -8.1933024
          0,           0,         921,      -13.72813816,       -11.4639033,      -11.42520739,      -11.44261053,       -8.30156945
          0,           0,         922,      -13.78208519,       -11.5528699,      -11.43674141,      -11.55797454,      -8.357633985
          0,           0,         923,      -13.70724678,       -11.3726704,      -11.32198446,      -11.55063736,      -8.254246386
          0,           0,         924,      -13.79259334,      -11.56592401,      -11.47522506,      -11.53782026,      -8.350014213
          0,           0,         925,      -13.57103404,      -11.41496116,      -11.06319367,      -11.37943544,      -8.120209013
          0,           0,         926,      -13.63102428,      -11.22525679,      -11.52430064,      -11.53684813,      -8.196601515
          0,           0,         927,      -13.79805125,       -11.4654101,      -11.57036766,      -11.66547882,      -8.357701652
          0,           0,         928,      -13.59298742,       -11.3378777,      -11.18783269,      -11.46621451,      -8.142557995
          0,           0,         929,      -13.58933934,       -11.5273016,        -11.134699,      -11.48079623,      -8.129535401
          0,           0,         930,      -13.93828146,      -11.76583218,      -11.49089018,       -11.6771386,      -8.497905166
          0,           0,         931,      -13.94381735,      -11.64369553,      -11.46809744,      -11.71830035,      -8.511605511
          0,           0,         932,      -13.89957161,       -11.6837392,      -11.44858767,      -11.64365271,      -8.447212528
          0,           0,         933,       -13.9080404,      -11.65002224,      -11.56215951,      -11.78393834,      -8.454497933
          0,           0,         934,      -13.79707563,      -11.52750981,      -11.50965174,      -11.69583723,      -8.353127659
          0,           0,         935,      -13.69390655,      -11.47755509,      -11.19213268,       -11.3954795,      -8.242791579
          0,           0,         936,      -13.75962182,      -11.53566381,      -11.31951607,      -11.53662858,      -8.312935446
          0,           0,         937,      -13.73689728,      -11.47608348,      -11.33671177,      -11.61958757,      -8.286233994
          0,           0,         938,      -13.73551026,      -11.53746398,      -11.32091726,      -11.53353165,      -8.280610436
          0,           0,         939,      -13.81378898,      -11.48690552,      -11.63915559,      -11.72527296,      -8.382955577
          0,           0,         940,      -13.73198413,      -11.45277022,      -11.44789735,      -11.51113109,      -8.294401372
          0,           0,         941,      -14.03416755,       -11.5909459,       -11.8550537,      -11.79196496,      -8.594182482
          0,           0,         942,      -13.86296949,      -11.60387154,      -11.51000307,      -11.53710093,      -8.430623085
          0,           0,         943,      -13.71745081,      -11.49413674,      -11.35765121,      -11.56272303,      -8.284646082
          0,           0,         944,      -13.64147204,       -11.4704919,      -11.24576023,      -11.48873928,      -8.203301761
          0,           0,         945,      -13.86475322,      -11.52803719,      -11.62290621,      -11.66819749,       -8.42383229
          0,           0,         946,      -13.76168459,      -11.46036474,      -11.36179539,      -11.65701875,      -8.315618736
          0,           0,         947,       -13.6010225,      -11.55734565,       -11.1605675,      -11.50541212,      -8.143596642
          0,           0,         948,      -13.94174192,      -11.60889514,      -11.60164457,      -11.68724127,      -8.517211395
          0,           0,         949,      -13.98534022,      -11.69684616,      -11.65523464,      -11.78709969,      -8.554800179
          0,           0,         950,      -13.72876169,      -11.60216581,      -11.34852658,      -11.59253784,      -8.277147842
          0,           0,         951,      -13.91741958,      -11.57681584,      -11.54648223,      -11.70351224,      -8.478450041
          0,           0,         952,      -13.82297736,      -11.48894353,      -11.61855079,      -11.67131886,      -8.386512304
          0,           0,         953,      -13.92781934,      -11.60400638,      -11.45086916,      -11.61960632,       -8.48836474
          0,           0,         954,      -13.85258809,      -11.73063528,      -11.47676197,      -11.56571386,      -8.401020949
          0,           0,         955,      -13.91670119,      -11.63351584,       -11.5443159,      -11.74281742,      -8.473070707
          0,           0,         956,      -13.78082868,      -11.58234635,      -11.43069949,       -11.5155301,      -8.336674119
          0,           0,         957,      -13.76167057,      -11.32150868,      -11.43269176,      -11.66887391,       -8.33004196
          0,           0,         958,      -13.77849392,      -11.56531783,      -11.23249891,      -11.59802936,      -8.329698534
          0,           0,         959,      -13.54017624,      -11.11510589,      -11.37653594,      -11.56234972,      -8.097949477
          0,           0,         960,      -13.69832372,      -11.43968208,      -11.21135952,      -11.50244029,      -8.252186726
          0,           0,         961,      -13.76855103,      -11.44241054,      -11.58003615,      -11.72374512,      -8.337619548
          0,           0,         962,      -13.82331374,      -11.53629612,      -11.57274726,      -11.61190142,      -8.382963438
          0,           0,         963,      -13.70674765,      -11.45128485,      -11.33241884,      -11.49265481,      -8.259937724
